Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,BookingDateTime,Booking_Hour,Day_Name,Day_Type,Month_Name,Data_Validity_Flag,Driver_Rating_Clean,Customer_Rating_Clean,Distance_Validity,Revenue_Validity,Peak_Flag
2/3/2024,11:43:15 PM,"""CNR6221378""",Completed,"""CID4952284""",Uber XL,India Gate,IGI Airport,14.9,15,null,null,null,null,null,null,533,28.23,3.4,4.6,Cash,2/3/2024 11:43:00 PM,23,Saturday,Weekend,February,Invalid,3.4,4.6,Invalid,Valid,Non-Peak
2/26/2024,9:03:49 AM,"""CNR9154449""",Completed,"""CID1077586""",Premier Sedan,Tilak Nagar,Qutub Minar,13.3,30.8,null,null,null,null,null,null,884,14.57,4.3,4.7,UPI,2/26/2024 9:03:00 AM,9,Monday,Weekday,February,Invalid,4.3,4.7,Invalid,Valid,Peak
8/5/2024,3:06:06 AM,"""CNR2310347""",Completed,"""CID1012548""",Go Mini,IFFCO Chowk,Chirag Delhi,8.8,15.6,null,null,null,null,null,null,446,6.69,4.4,4.3,Cash,8/5/2024 3:06:00 AM,3,Monday,Weekday,August,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
9/24/2024,8:53:11 PM,"""CNR5161112""",Completed,"""CID1845980""",Premier Sedan,Chhatarpur,Paharganj,11.7,30.7,null,null,null,null,null,null,675,10.62,4.2,4.1,Credit Card,9/24/2024 8:53:00 PM,20,Tuesday,Weekday,September,Invalid,4.2,4.1,Invalid,Valid,Peak
7/2/2024,1:28:31 PM,"""CNR4746570""",No Driver Found,"""CID4041893""",Go Mini,Lajpat Nagar,Patel Chowk,null,null,null,null,null,null,null,null,0,0,null,null,null,7/2/2024 1:28:00 PM,13,Tuesday,Weekday,July,Invalid,0,0,Invalid,Valid,Non-Peak
11/2/2024,12:14:07 PM,"""CNR5206507""",Completed,"""CID9160368""",Uber XL,Ghaziabad,Mandi House,3.9,25.2,null,null,null,null,null,null,407,19.99,3.7,4.9,UPI,11/2/2024 12:14:00 PM,12,Saturday,Weekend,November,Invalid,3.7,4.9,Invalid,Valid,Non-Peak
7/31/2024,8:46:08 PM,"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,18,null,1,Change of plans,null,null,null,null,0,0,null,null,null,7/31/2024 8:46:00 PM,20,Wednesday,Weekday,July,Valid,0,0,Valid,Valid,Peak
8/19/2024,2:52:54 PM,"""CNR6561675""",Completed,"""CID4709340""",Premier Sedan,Badarpur,Qutub Minar,14.9,25.8,null,null,null,null,null,null,219,12.04,3.7,4.3,Cash,8/19/2024 2:52:00 PM,14,Monday,Weekday,August,Invalid,3.7,4.3,Invalid,Valid,Non-Peak
2/12/2024,8:17:26 PM,"""CNR6735246""",Completed,"""CID4830877""",eBike,Moolchand,Saket A Block,3.8,15.5,null,null,null,null,null,null,811,43.29,4.2,5,UPI,2/12/2024 8:17:00 PM,20,Monday,Weekday,February,Invalid,4.2,5,Invalid,Valid,Peak
5/17/2024,10:02:17 AM,"""CNR9393355""",Completed,"""CID2207388""",Go Sedan,Gurgaon Railway Station,Paschim Vihar,13.3,43,null,null,null,null,null,null,169,3,3.9,4.9,Uber Wallet,5/17/2024 10:02:00 AM,10,Friday,Weekday,May,Invalid,3.9,4.9,Invalid,Valid,Peak
7/7/2024,9:37:31 AM,"""CNR7041170""",Completed,"""CID3351210""",Go Sedan,Ashok Park Main,Uttam Nagar,4.9,41.4,null,null,null,null,null,null,379,28.36,3.5,4.2,Cash,7/7/2024 9:37:00 AM,9,Sunday,Weekend,July,Invalid,3.5,4.2,Invalid,Valid,Peak
5/26/2024,6:19:30 PM,"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,7.3,29.7,null,null,null,null,1,Customer Demand,465,13.04,null,null,Credit Card,5/26/2024 6:19:00 PM,18,Sunday,Weekend,May,Valid,0,0,Valid,Valid,Peak
6/3/2024,9:14:38 PM,"""CNR2820483""",Cancelled by Driver,"""CID2955701""",Auto,Vishwavidyalaya,Vinobapuri,7.9,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,6/3/2024 9:14:00 PM,21,Monday,Weekday,June,Valid,0,0,Valid,Valid,Peak
5/30/2024,10:07:04 AM,"""CNR8192504""",Completed,"""CID2186576""",Uber XL,Subhash Chowk,Noida Extension,5.9,26.5,null,null,null,null,null,null,160,5.52,4.4,4.1,UPI,5/30/2024 10:07:00 AM,10,Thursday,Weekday,May,Invalid,4.4,4.1,Invalid,Valid,Peak
4/1/2024,8:06:11 PM,"""CNR5614673""",Completed,"""CID1336911""",Go Sedan,Azadpur,Moti Nagar,5.9,27.9,null,null,null,null,null,null,153,11.93,4.4,4.9,UPI,4/1/2024 8:06:00 PM,20,Monday,Weekday,April,Invalid,4.4,4.9,Invalid,Valid,Peak
12/5/2024,8:21:12 PM,"""CNR8765520""",Cancelled by Driver,"""CID9963800""",Go Mini,Greater Noida,Sohna Road,9.6,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,12/5/2024 8:21:00 PM,20,Thursday,Weekday,December,Valid,0,0,Valid,Valid,Peak
11/28/2024,3:08:47 PM,"""CNR2066424""",Cancelled by Driver,"""CID6053450""",Go Mini,Rajiv Nagar,Jahangirpuri,9.7,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,11/28/2024 3:08:00 PM,15,Thursday,Weekday,November,Valid,0,0,Valid,Valid,Non-Peak
7/16/2024,4:23:25 PM,"""CNR4566796""",Cancelled by Driver,"""CID7109338""",Auto,Chanakyapuri,Ghaziabad,9.1,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,7/16/2024 4:23:00 PM,16,Tuesday,Weekday,July,Valid,0,0,Valid,Valid,Non-Peak
8/2/2024,12:48:08 PM,"""CNR4733031""",Cancelled by Driver,"""CID4204069""",eBike,Greater Kailash,Shivaji Park,10,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,8/2/2024 12:48:00 PM,12,Friday,Weekday,August,Valid,0,0,Valid,Valid,Non-Peak
3/13/2024,10:00:31 AM,"""CNR7239129""",Completed,"""CID6041120""",Premier Sedan,Nirman Vihar,Patel Chowk,4.6,24.7,null,null,null,null,null,null,369,8.8,4.3,3.7,UPI,3/13/2024 10:00:00 AM,10,Wednesday,Weekday,March,Invalid,4.3,3.7,Invalid,Valid,Peak
6/18/2024,7:49:46 PM,"""CNR7089866""",Completed,"""CID8788583""",Auto,Rohini East,Basai Dhankot,14,17.9,null,null,null,null,null,null,360,19.2,4.4,3.8,Uber Wallet,6/18/2024 7:49:00 PM,19,Tuesday,Weekday,June,Invalid,4.4,3.8,Invalid,Valid,Peak
12/28/2024,2:02:01 PM,"""CNR8341687""",Completed,"""CID8711272""",Auto,Jor Bagh,Nirman Vihar,2.1,31.7,null,null,null,null,null,null,828,28.84,5,4.1,UPI,12/28/2024 2:02:00 PM,14,Saturday,Weekend,December,Invalid,5,4.1,Invalid,Valid,Non-Peak
4/14/2024,8:09:09 AM,"""CNR9138999""",Completed,"""CID6864518""",Go Sedan,Khan Market,Bhiwadi,12.1,19.7,null,null,null,null,null,null,791,33.08,4.9,4.9,UPI,4/14/2024 8:09:00 AM,8,Sunday,Weekend,April,Invalid,4.9,4.9,Invalid,Valid,Peak
6/10/2024,8:19:58 PM,"""CNR4704280""",Completed,"""CID7724201""",Go Mini,Karkarduma,Ambience Mall,10.5,18,null,null,null,null,null,null,529,10.88,5,4.9,UPI,6/10/2024 8:19:00 PM,20,Monday,Weekday,June,Invalid,5,4.9,Invalid,Valid,Peak
11/8/2024,5:00:33 PM,"""CNR9540934""",Completed,"""CID8987509""",Premier Sedan,Lok Kalyan Marg,Preet Vihar,9.7,36.4,null,null,null,null,null,null,306,43.4,4.4,4.9,UPI,11/8/2024 5:00:00 PM,17,Friday,Weekday,November,Invalid,4.4,4.9,Invalid,Valid,Peak
2/10/2024,8:25:19 AM,"""CNR9190112""",Completed,"""CID2588384""",Auto,Ghaziabad,Moti Nagar,3.3,25.8,null,null,null,null,null,null,131,15.83,3.1,4.3,Credit Card,2/10/2024 8:25:00 AM,8,Saturday,Weekend,February,Invalid,3.1,4.3,Invalid,Valid,Peak
5/13/2024,5:58:11 PM,"""CNR3039145""",Completed,"""CID8157003""",Go Sedan,Shastri Park,Narsinghpur,5.1,23.2,null,null,null,null,null,null,651,9.61,4.7,4.6,Debit Card,5/13/2024 5:58:00 PM,17,Monday,Weekday,May,Invalid,4.7,4.6,Invalid,Valid,Peak
7/27/2024,7:05:27 PM,"""CNR1456049""",Completed,"""CID5722305""",Go Sedan,Peeragarhi,Pulbangash,2.9,30.1,null,null,null,null,null,null,412,2.69,4.8,3.7,Debit Card,7/27/2024 7:05:00 PM,19,Saturday,Weekend,July,Invalid,4.8,3.7,Invalid,Valid,Peak
1/31/2024,9:57:25 AM,"""CNR9910547""",Cancelled by Driver,"""CID7267162""",Auto,Botanical Garden,Panipat,6.9,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,1/31/2024 9:57:00 AM,9,Wednesday,Weekday,January,Valid,0,0,Valid,Valid,Peak
5/26/2024,10:28:54 AM,"""CNR4505039""",Completed,"""CID8601598""",Auto,Vasant Kunj,Vatika Chowk,6.6,33.9,null,null,null,null,null,null,984,12.52,3.9,4.6,Cash,5/26/2024 10:28:00 AM,10,Sunday,Weekend,May,Invalid,3.9,4.6,Invalid,Valid,Peak
3/31/2024,9:06:58 PM,"""CNR2898050""",Completed,"""CID1516570""",Auto,DLF Phase 3,Okhla,12.4,31.7,null,null,null,null,null,null,375,27.76,4,3.6,UPI,3/31/2024 9:06:00 PM,21,Sunday,Weekend,March,Invalid,4,3.6,Invalid,Valid,Peak
9/19/2024,2:09:02 PM,"""CNR2066912""",Cancelled by Driver,"""CID7868182""",eBike,Saket A Block,Sultanpur,7,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,9/19/2024 2:09:00 PM,14,Thursday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
1/5/2024,11:10:02 AM,"""CNR4694217""",Cancelled by Driver,"""CID6623498""",Go Sedan,Subhash Chowk,Badshahpur,5.1,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,1/5/2024 11:10:00 AM,11,Friday,Weekday,January,Valid,0,0,Valid,Valid,Peak
12/22/2024,4:40:50 AM,"""CNR9086694""",Completed,"""CID1564650""",Auto,Jahangirpuri,Rohini,9.7,31.7,null,null,null,null,null,null,651,7.7,4.3,3.9,Uber Wallet,12/22/2024 4:40:00 AM,4,Sunday,Weekend,December,Invalid,4.3,3.9,Invalid,Valid,Non-Peak
5/8/2024,10:58:27 PM,"""CNR3614133""",Completed,"""CID1919404""",Auto,Pulbangash,Akshardham,8.2,37.3,null,null,null,null,null,null,415,23.21,4.6,4.6,Uber Wallet,5/8/2024 10:58:00 PM,22,Wednesday,Weekday,May,Invalid,4.6,4.6,Invalid,Valid,Non-Peak
7/15/2024,5:14:23 PM,"""CNR5925227""",Cancelled by Driver,"""CID9346641""",Bike,Palam Vihar,Gwal Pahari,8.5,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,7/15/2024 5:14:00 PM,17,Monday,Weekday,July,Valid,0,0,Valid,Valid,Peak
4/26/2024,2:38:13 PM,"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,11.4,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,4/26/2024 2:38:00 PM,14,Friday,Weekday,April,Valid,0,0,Valid,Valid,Non-Peak
7/24/2024,3:21:21 PM,"""CNR5568712""",Cancelled by Driver,"""CID1277528""",Premier Sedan,Saket,Ashok Vihar,7.2,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,7/24/2024 3:21:00 PM,15,Wednesday,Weekday,July,Valid,0,0,Valid,Valid,Non-Peak
1/13/2024,8:04:49 AM,"""CNR8002088""",Cancelled by Driver,"""CID7591158""",Auto,Shastri Nagar,Jasola,4.7,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,1/13/2024 8:04:00 AM,8,Saturday,Weekend,January,Valid,0,0,Valid,Valid,Peak
6/30/2024,11:27:31 AM,"""CNR4151102""",Completed,"""CID4892044""",Premier Sedan,Khandsa,Cyber Hub,3.4,43.3,null,null,null,null,null,null,727,29.21,4.6,4.7,UPI,6/30/2024 11:27:00 AM,11,Sunday,Weekend,June,Invalid,4.6,4.7,Invalid,Valid,Peak
8/30/2024,6:43:24 PM,"""CNR4083167""",Cancelled by Driver,"""CID7168786""",eBike,Chanakyapuri,DLF City Court,3.4,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,8/30/2024 6:43:00 PM,18,Friday,Weekday,August,Valid,0,0,Valid,Valid,Peak
2/15/2024,7:55:35 AM,"""CNR4899122""",Completed,"""CID7879061""",Premier Sedan,Manesar,Mansarovar Park,13.1,15.2,null,null,null,null,null,null,302,30.45,4.2,4.2,UPI,2/15/2024 7:55:00 AM,7,Thursday,Weekday,February,Invalid,4.2,4.2,Invalid,Valid,Non-Peak
10/20/2024,8:40:00 PM,"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,7.6,null,1,Driver is not moving towards pickup location,null,null,null,null,0,0,null,null,null,10/20/2024 8:40:00 PM,20,Sunday,Weekend,October,Valid,0,0,Valid,Valid,Peak
4/26/2024,6:13:20 PM,"""CNR4980486""",Cancelled by Driver,"""CID7482953""",Bike,Moolchand,Chanakyapuri,8.7,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,4/26/2024 6:13:00 PM,18,Friday,Weekday,April,Valid,0,0,Valid,Valid,Peak
5/18/2024,9:51:46 PM,"""CNR3125291""",Cancelled by Driver,"""CID5686688""",Premier Sedan,IMT Manesar,Jor Bagh,6.3,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,5/18/2024 9:51:00 PM,21,Saturday,Weekend,May,Valid,0,0,Valid,Valid,Peak
2/28/2024,3:11:55 PM,"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,6.5,null,1,Change of plans,null,null,null,null,0,0,null,null,null,2/28/2024 3:11:00 PM,15,Wednesday,Weekday,February,Valid,0,0,Valid,Valid,Non-Peak
11/11/2024,8:06:27 PM,"""CNR2199295""",Completed,"""CID4892084""",Go Sedan,Madipur,Tagore Garden,5.4,16.8,null,null,null,null,null,null,392,2.09,3.4,4.9,UPI,11/11/2024 8:06:00 PM,20,Monday,Weekday,November,Invalid,3.4,4.9,Invalid,Valid,Peak
11/19/2024,9:18:07 PM,"""CNR5805639""",Cancelled by Driver,"""CID6316344""",Premier Sedan,Pragati Maidan,Chirag Delhi,7.9,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,11/19/2024 9:18:00 PM,21,Tuesday,Weekday,November,Valid,0,0,Valid,Valid,Peak
12/23/2024,6:19:48 PM,"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,10.9,null,1,Wrong Address,null,null,null,null,0,0,null,null,null,12/23/2024 6:19:00 PM,18,Monday,Weekday,December,Valid,0,0,Valid,Valid,Peak
11/9/2024,5:57:48 PM,"""CNR5442189""",Completed,"""CID9403434""",Go Mini,Azadpur,Karkarduma,2.7,42.8,null,null,null,null,null,null,1052,43.22,4.8,4.8,Cash,11/9/2024 5:57:00 PM,17,Saturday,Weekend,November,Invalid,4.8,4.8,Invalid,Valid,Peak
10/6/2024,7:17:19 AM,"""CNR1278315""",Cancelled by Driver,"""CID8911337""",Premier Sedan,Shastri Nagar,Noida Film City,11.6,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,10/6/2024 7:17:00 AM,7,Sunday,Weekend,October,Valid,0,0,Valid,Valid,Non-Peak
10/18/2024,11:11:44 PM,"""CNR7527478""",Completed,"""CID4894520""",Auto,Shivaji Park,Tagore Garden,13.3,35.8,null,null,null,null,null,null,921,48.69,3.8,4.6,Uber Wallet,10/18/2024 11:11:00 PM,23,Friday,Weekday,October,Invalid,3.8,4.6,Invalid,Valid,Non-Peak
4/17/2024,1:46:36 PM,"""CNR4725147""",Completed,"""CID7166094""",Bike,Mandi House,Rohini West,3.9,25.6,null,null,null,null,null,null,189,25.96,4.6,5,Credit Card,4/17/2024 1:46:00 PM,13,Wednesday,Weekday,April,Invalid,4.6,5,Invalid,Valid,Non-Peak
8/20/2024,4:44:33 PM,"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,7.3,22.1,null,null,null,null,1,Customer Demand,314,18.89,null,null,Debit Card,8/20/2024 4:44:00 PM,16,Tuesday,Weekday,August,Valid,0,0,Valid,Valid,Non-Peak
12/13/2024,1:48:26 PM,"""CNR9308880""",Completed,"""CID9048500""",Go Mini,Moti Nagar,Bhikaji Cama Place,9.6,24.7,null,null,null,null,null,null,115,19.14,4.6,4.8,Cash,12/13/2024 1:48:00 PM,13,Friday,Weekday,December,Invalid,4.6,4.8,Invalid,Valid,Non-Peak
11/2/2024,7:17:25 PM,"""CNR7223634""",Completed,"""CID5611923""",Bike,Chanakyapuri,Mandi House,7.9,33.8,null,null,null,null,null,null,670,15.33,4.2,4.2,Credit Card,11/2/2024 7:17:00 PM,19,Saturday,Weekend,November,Invalid,4.2,4.2,Invalid,Valid,Peak
7/11/2024,2:35:05 PM,"""CNR8908186""",Completed,"""CID1060467""",Bike,Kaushambi,Ghitorni Village,12.3,35.3,null,null,null,null,null,null,751,27.13,4.6,4.9,UPI,7/11/2024 2:35:00 PM,14,Thursday,Weekday,July,Invalid,4.6,4.9,Invalid,Valid,Non-Peak
10/12/2024,4:45:00 PM,"""CNR6098250""",Completed,"""CID2595479""",Auto,Tagore Garden,Kalkaji,11.6,15.6,null,null,null,null,null,null,517,16.32,4.3,4.5,UPI,10/12/2024 4:45:00 PM,16,Saturday,Weekend,October,Invalid,4.3,4.5,Invalid,Valid,Non-Peak
9/29/2024,12:37:59 PM,"""CNR7860349""",Completed,"""CID5161952""",Go Mini,Faridabad Sector 15,Janakpuri,3.3,42.6,null,null,null,null,null,null,928,18.13,5,4.6,Cash,9/29/2024 12:37:00 PM,12,Sunday,Weekend,September,Invalid,5,4.6,Invalid,Valid,Non-Peak
2/29/2024,12:48:28 PM,"""CNR7774098""",Completed,"""CID1535567""",Go Mini,Pulbangash,Vasant Kunj,6.4,38.5,null,null,null,null,null,null,336,27.52,4,4.2,UPI,2/29/2024 12:48:00 PM,12,Thursday,Weekday,February,Invalid,4,4.2,Invalid,Valid,Non-Peak
8/3/2024,12:27:33 PM,"""CNR8990210""",No Driver Found,"""CID6785239""",Auto,Model Town,Rithala,null,null,null,null,null,null,null,null,0,0,null,null,null,8/3/2024 12:27:00 PM,12,Saturday,Weekend,August,Invalid,0,0,Invalid,Valid,Non-Peak
7/15/2024,6:30:07 AM,"""CNR1604843""",Completed,"""CID3650524""",Go Sedan,Satguru Ram Singh Marg,Sushant Lok,15,44.5,null,null,null,null,null,null,476,4.96,4.4,4.4,Cash,7/15/2024 6:30:00 AM,6,Monday,Weekday,July,Invalid,4.4,4.4,Invalid,Valid,Non-Peak
4/9/2024,5:41:41 PM,"""CNR5743864""",Cancelled by Driver,"""CID4720271""",Go Sedan,INA Market,Netaji Subhash Place,10.2,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,4/9/2024 5:41:00 PM,17,Tuesday,Weekday,April,Valid,0,0,Valid,Valid,Peak
8/13/2024,12:49:17 PM,"""CNR7721257""",Completed,"""CID4783718""",Bike,Nirman Vihar,Hero Honda Chowk,13.9,17.9,null,null,null,null,null,null,104,12.29,3.2,4.9,Cash,8/13/2024 12:49:00 PM,12,Tuesday,Weekday,August,Invalid,3.2,4.9,Invalid,Valid,Non-Peak
8/17/2024,3:17:40 PM,"""CNR7360556""",Completed,"""CID6551070""",Auto,Chandni Chowk,Noida Sector 62,10.7,43.1,null,null,null,null,null,null,579,7.29,4.5,4.5,UPI,8/17/2024 3:17:00 PM,15,Saturday,Weekend,August,Invalid,4.5,4.5,Invalid,Valid,Non-Peak
8/22/2024,12:15:54 PM,"""CNR6248078""",Completed,"""CID5434628""",Go Mini,Karol Bagh,Chandni Chowk,11,41.6,null,null,null,null,null,null,181,44.75,4.4,4.4,Cash,8/22/2024 12:15:00 PM,12,Thursday,Weekday,August,Invalid,4.4,4.4,Invalid,Valid,Non-Peak
3/15/2024,4:38:52 PM,"""CNR7698052""",Completed,"""CID7071135""",Go Sedan,Chandni Chowk,IFFCO Chowk,4.3,23.6,null,null,null,null,null,null,1727,46.07,5,4.4,Credit Card,3/15/2024 4:38:00 PM,16,Friday,Weekday,March,Invalid,5,4.4,Invalid,Valid,Non-Peak
10/26/2024,7:44:01 PM,"""CNR4456848""",Cancelled by Driver,"""CID8988573""",Premier Sedan,Nirman Vihar,Pragati Maidan,4.4,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,10/26/2024 7:44:00 PM,19,Saturday,Weekend,October,Valid,0,0,Valid,Valid,Peak
4/7/2024,10:21:38 PM,"""CNR5540432""",Cancelled by Driver,"""CID3241367""",Auto,Pitampura,Botanical Garden,11.4,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,4/7/2024 10:21:00 PM,22,Sunday,Weekend,April,Valid,0,0,Valid,Valid,Non-Peak
1/17/2024,9:47:34 AM,"""CNR3418737""",Completed,"""CID4772721""",Auto,Moolchand,Punjabi Bagh,11.6,20.4,null,null,null,null,null,null,339,22.75,4.2,5,Cash,1/17/2024 9:47:00 AM,9,Wednesday,Weekday,January,Invalid,4.2,5,Invalid,Valid,Peak
7/14/2024,9:40:13 PM,"""CNR2312629""",Completed,"""CID6034675""",Auto,Sonipat,Dwarka Sector 21,6.7,23.6,null,null,null,null,null,null,833,31.3,4.3,4.1,Uber Wallet,7/14/2024 9:40:00 PM,21,Sunday,Weekend,July,Invalid,4.3,4.1,Invalid,Valid,Peak
1/18/2024,5:53:26 AM,"""CNR3442968""",Completed,"""CID3217784""",eBike,Khandsa,Faridabad Sector 15,5.8,42.4,null,null,null,null,null,null,221,11.62,4.2,4.8,UPI,1/18/2024 5:53:00 AM,5,Thursday,Weekday,January,Invalid,4.2,4.8,Invalid,Valid,Non-Peak
11/8/2024,7:00:32 AM,"""CNR5362803""",Cancelled by Driver,"""CID7155427""",Go Sedan,Rajouri Garden,Rohini,11.7,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,11/8/2024 7:00:00 AM,7,Friday,Weekday,November,Valid,0,0,Valid,Valid,Non-Peak
4/29/2024,10:19:52 AM,"""CNR8068355""",Completed,"""CID2908322""",Go Mini,Shahdara,New Delhi Railway Station,11.3,23,null,null,null,null,null,null,368,27.19,4.2,4.3,UPI,4/29/2024 10:19:00 AM,10,Monday,Weekday,April,Invalid,4.2,4.3,Invalid,Valid,Peak
4/11/2024,7:06:23 PM,"""CNR7320481""",Completed,"""CID1745963""",Go Sedan,Khandsa,Huda City Centre,13,35.4,null,null,null,null,null,null,770,10.34,4.4,3.9,UPI,4/11/2024 7:06:00 PM,19,Thursday,Weekday,April,Invalid,4.4,3.9,Invalid,Valid,Peak
4/8/2024,5:18:39 PM,"""CNR9625360""",Completed,"""CID7198592""",Premier Sedan,India Gate,Ghitorni Village,3.3,19.2,null,null,null,null,null,null,140,5.24,4.3,4.7,UPI,4/8/2024 5:18:00 PM,17,Monday,Weekday,April,Invalid,4.3,4.7,Invalid,Valid,Peak
10/24/2024,1:37:48 PM,"""CNR7564013""",Completed,"""CID9512652""",Auto,Connaught Place,Sushant Lok,13.9,19.8,null,null,null,null,null,null,249,31.52,4.1,4,UPI,10/24/2024 1:37:00 PM,13,Thursday,Weekday,October,Invalid,4.1,4,Invalid,Valid,Non-Peak
7/6/2024,6:38:19 PM,"""CNR4088153""",Completed,"""CID4916643""",Auto,Ashok Park Main,Kashmere Gate ISBT,4.6,40.6,null,null,null,null,null,null,163,19.44,4.1,4.3,Cash,7/6/2024 6:38:00 PM,18,Saturday,Weekend,July,Invalid,4.1,4.3,Invalid,Valid,Peak
12/1/2024,6:58:47 PM,"""CNR3300635""",Completed,"""CID8726709""",Auto,Sushant Lok,Botanical Garden,6.7,31.3,null,null,null,null,null,null,1764,32.47,4.3,4.1,Cash,12/1/2024 6:58:00 PM,18,Sunday,Weekend,December,Invalid,4.3,4.1,Invalid,Valid,Peak
12/1/2024,10:25:53 AM,"""CNR7198703""",No Driver Found,"""CID7566355""",eBike,Mansarovar Park,Keshav Puram,null,null,null,null,null,null,null,null,0,0,null,null,null,12/1/2024 10:25:00 AM,10,Sunday,Weekend,December,Invalid,0,0,Invalid,Valid,Peak
9/21/2024,3:05:38 PM,"""CNR5366935""",Completed,"""CID9046824""",Bike,Lok Kalyan Marg,Govindpuri,8.2,21.6,null,null,null,null,null,null,354,39.56,3.3,4.3,Cash,9/21/2024 3:05:00 PM,15,Saturday,Weekend,September,Invalid,3.3,4.3,Invalid,Valid,Non-Peak
5/13/2024,4:00:36 AM,"""CNR5738309""",Cancelled by Driver,"""CID3264136""",Premier Sedan,Vatika Chowk,Okhla,8.8,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,5/13/2024 4:00:00 AM,4,Monday,Weekday,May,Valid,0,0,Valid,Valid,Non-Peak
2/10/2024,10:25:41 PM,"""CNR2751689""",Cancelled by Driver,"""CID2451322""",Go Sedan,Cyber Hub,MG Road,6.5,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,2/10/2024 10:25:00 PM,22,Saturday,Weekend,February,Valid,0,0,Valid,Valid,Non-Peak
3/31/2024,7:15:38 PM,"""CNR1407518""",Completed,"""CID4174424""",Bike,Badarpur,Ghitorni Village,14.4,16,null,null,null,null,null,null,124,33.54,3.7,3.7,UPI,3/31/2024 7:15:00 PM,19,Sunday,Weekend,March,Invalid,3.7,3.7,Invalid,Valid,Peak
3/9/2024,9:34:01 AM,"""CNR9764222""",Completed,"""CID7115581""",Go Sedan,Bhikaji Cama Place,ITO,14.6,25.5,null,null,null,null,null,null,537,6.69,4.7,4.6,UPI,3/9/2024 9:34:00 AM,9,Saturday,Weekend,March,Invalid,4.7,4.6,Invalid,Valid,Peak
6/22/2024,8:05:28 PM,"""CNR8216364""",Completed,"""CID7366872""",eBike,Ghitorni,Old Gurgaon,12.7,32.4,null,null,null,null,null,null,1316,20.15,4.3,4.3,UPI,6/22/2024 8:05:00 PM,20,Saturday,Weekend,June,Invalid,4.3,4.3,Invalid,Valid,Peak
7/8/2024,10:30:09 AM,"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,6.3,17.3,null,null,null,null,1,Customer Demand,328,8.4,null,null,UPI,7/8/2024 10:30:00 AM,10,Monday,Weekday,July,Valid,0,0,Valid,Valid,Peak
11/12/2024,7:38:43 PM,"""CNR5062372""",Cancelled by Customer,"""CID4198911""",Go Mini,Peeragarhi,IIT Delhi,9.8,null,1,AC is not working,null,null,null,null,0,0,null,null,null,11/12/2024 7:38:00 PM,19,Tuesday,Weekday,November,Valid,0,0,Valid,Valid,Peak
2/24/2024,5:18:51 PM,"""CNR3842641""",Completed,"""CID1750914""",Auto,Jama Masjid,IFFCO Chowk,14.8,23.5,null,null,null,null,null,null,733,21.07,4.3,4.5,Cash,2/24/2024 5:18:00 PM,17,Saturday,Weekend,February,Invalid,4.3,4.5,Invalid,Valid,Peak
